NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Unit Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
70710,1650,06,ZYDUS PHARMACEUTICALS (USA) INC.,Active,SUGAMMADEX INJ 200MG/2ML (10X2ML),01,0214290,N,1,N,10/04/2023,07/28/2026,ML,20,AP,Y,07/28/2026,07/28/2026,,,07/30/2026
70954,0856,10,"ANI PHARMACEUTICALS, INC.",Active,Dapagliflozin Tablets 5mg 30ct,01,0211156,N,1,N,04/06/2026,06/08/2026,TAB,30,AB,N,,06/08/2026,,,07/30/2026
70954,0857,10,"ANI PHARMACEUTICALS, INC.",Active,Dapagliflozin Tablets 10mg 30ct,01,0211156,N,1,N,04/06/2026,06/08/2026,TAB,30,AB,N,,06/08/2026,,,07/30/2026
71656,0012,30,"Saptalis Pharmaceuticals, LLC",Active,cycloSPORINE Ophthalmic Emulsion 0.05%,01,0211943,N,1,N,07/05/2024,06/26/2026,ML,30,AB,Y,,06/26/2026,,,07/30/2026
71656,0012,60,"Saptalis Pharmaceuticals, LLC",Active,cycloSPORINE Ophthalmic Emulsion 0.05%,01,0211943,N,1,N,07/05/2024,06/26/2026,ML,60,AB,Y,,06/26/2026,,,07/30/2026
71656,0086,15,"Saptalis Pharmaceuticals, LLC",Active,Desoximetasone,01,0203787,N,1,N,09/22/2025,06/02/2026,GM,15,AB,N,,06/02/2026,,,07/30/2026
71656,0086,60,"Saptalis Pharmaceuticals, LLC",Active,Desoximetasone,01,0203787,N,1,N,09/22/2025,06/02/2026,GM,60,AB,N,,06/02/2026,,,07/30/2026
71921,0150,25,"Florida Pharmaceutical Products, LLC",Active,"Mercaptopurine Tablets, 50MG",04,0009053,I,1,N,09/30/1990,04/08/2026,TAB,250,AB,N,,04/08/2026,,,07/31/2026
72205,0121,81,"NOVADOZ PHARMACEUTICALS, LLC",Active,"Tofacitinib OS 1mg/ml,1's",01,0217298,N,1,N,06/03/2026,06/03/2026,ML,240,AA,N,,06/03/2026,,,07/27/2026
72205,0139,60,"NOVADOZ PHARMACEUTICALS, LLC",Active,"Tofacitinib Tab 5mg,60",01,0217299,N,1,N,06/03/2026,06/04/2026,TAB,60,AB,N,,06/04/2026,,,07/27/2026
72205,0140,60,"NOVADOZ PHARMACEUTICALS, LLC",Active,"Tofacitinib Tab 10mg,60",01,0217299,N,1,N,06/03/2026,06/04/2026,TAB,60,AB,N,,06/04/2026,,,07/27/2026
72205,0147,90,"NOVADOZ PHARMACEUTICALS, LLC",Active,"Olmesartan+HCTz 20mg+12.5mg,90's",01,0217398,N,1,N,09/26/2025,06/27/2026,TAB,90,AB,N,,06/27/2026,,,07/27/2026
72205,0148,90,"NOVADOZ PHARMACEUTICALS, LLC",Active,"Olmesartan+HCTz 40mg+12.5mg,90's",01,0217398,N,1,N,09/26/2025,06/27/2026,TAB,90,AB,N,,06/27/2026,,,07/27/2026
72205,0149,30,"NOVADOZ PHARMACEUTICALS, LLC",Active,"Olmesartan+HCTz 40mg+25mg,30's",01,0217398,N,1,N,09/26/2025,06/27/2026,TAB,30,AB,N,,06/27/2026,,,07/27/2026
72205,0195,01,"NOVADOZ PHARMACEUTICALS, LLC",Active,Isosulfan Blue Injection 1% 50 mg/5 mL 1ct,01,0216090,N,1,N,09/16/2022,06/30/2026,ML,5,AP,Y,,06/30/2026,,,07/27/2026
72205,0195,02,"NOVADOZ PHARMACEUTICALS, LLC",Active,Isosulfan Blue Injection 1% 50 mg/5 mL,01,0216090,N,1,N,09/16/2022,06/30/2026,ML,30,AP,Y,,06/30/2026,,,07/27/2026
72205,0328,90,"NOVADOZ PHARMACEUTICALS, LLC",Active,"Irbesartan Tablets 150mg,90",01,0219539,N,1,N,11/04/2025,05/12/2026,TAB,90,AB,N,,05/12/2026,,,07/27/2026
72205,0329,90,"NOVADOZ PHARMACEUTICALS, LLC",Active,"Irbesartan Tablets 300mg,90",01,0219539,N,1,N,11/04/2025,06/27/2026,TAB,90,AB,N,,06/27/2026,,,07/27/2026
72205,0416,02,"NOVADOZ PHARMACEUTICALS, LLC",Active,"Rivaroxaban 2.5mg,100",01,0208546,N,1,N,10/24/2025,06/30/2026,TAB,100,AB,N,,06/30/2026,,,07/27/2026
72241,0078,04,Modavar Pharmaceuticals LLC,Active,OLMESARTAN MEDOXOMIL Tabs 5mg 90ct,01,0210682,N,1,N,11/08/2024,06/18/2026,TAB,90,AB,N,,06/18/2026,,,07/29/2026
72241,0079,04,Modavar Pharmaceuticals LLC,Active,OLMESARTAN MEDOXOMIL Tabs 20mg 90ct,01,0210682,N,1,N,11/08/2024,06/18/2026,TAB,90,AB,N,,06/18/2026,,,07/29/2026
72241,0080,04,Modavar Pharmaceuticals LLC,Active,OLMESARTAN MEDOXOMIL Tabs 40mg 90ct,01,0210682,N,1,N,11/08/2024,06/18/2026,TAB,90,AB,N,,06/18/2026,,,07/29/2026
72303,0841,01,HEC Pharm USA Inc.,Active,Olanzapine ODT 5 MG Tablets,01,0208146,N,1,N,07/02/2018,06/17/2026,TAB,1,AB,N,,06/17/2026,,,07/27/2026
72303,0842,01,HEC Pharm USA Inc.,Active,Olanzapine ODT 10 MG Tablets,01,0208146,N,1,N,07/02/2018,06/17/2026,TAB,1,AB,N,,06/17/2026,,,07/27/2026
72303,0843,01,HEC Pharm USA Inc.,Active,Olanzapine ODT 15 MG Tablets,01,0208146,N,1,N,07/02/2018,06/17/2026,TAB,1,AB,N,,06/17/2026,,,07/27/2026
72303,0844,01,HEC Pharm USA Inc.,Active,Olanzapine ODT 20 MG Tablets,01,0208146,N,1,N,07/02/2018,06/17/2026,TAB,1,AB,N,,06/17/2026,,,07/27/2026
72485,0519,01,ARMAS PHARMACEUTICALS INC.,Active,Ropivacaine HCL Inj. 150mg/30mL x1,01,0212808,N,1,N,04/09/2020,10/26/2020,ML,30,AP,Y,06/25/2026,06/25/2026,,,07/28/2026
72485,0519,10,ARMAS PHARMACEUTICALS INC.,Active,Ropivacaine HCL Inj. 150mg/30mL x10,01,0212808,N,1,N,04/09/2020,10/26/2020,ML,300,AP,Y,06/25/2026,06/25/2026,,,07/28/2026
72485,0520,01,ARMAS PHARMACEUTICALS INC.,Active,Haloperidol Decan Inj 50mg/mL x1,01,0219168,N,1,N,05/13/2025,11/20/2025,ML,1,AO,Y,06/25/2026,06/25/2026,,,07/28/2026
72485,0520,10,ARMAS PHARMACEUTICALS INC.,Active,Haloperidol Decan Inj 50mg/mL x10,01,0219168,N,1,N,05/13/2025,11/20/2025,ML,10,AO,Y,06/25/2026,06/25/2026,,,07/28/2026
72572,0356,01,"CIVICA, INC.",Active,KETOROLAC TROMETHAMINE injection,01,0204216,N,1,N,11/01/2016,07/10/2017,ML,1,AP,Y,06/01/2026,06/01/2026,,,07/30/2026
72572,0356,25,"CIVICA, INC.",Active,KETOROLAC TROMETHAMINE injection,01,0204216,N,1,N,11/01/2016,07/10/2017,ML,25,AP,Y,06/01/2026,06/01/2026,,,07/30/2026
72888,0499,01,Advagen Pharma Ltd,Active,Carvedilol Tab USP 3.125 mg 100 AXX,01,0078786,N,1,N,09/05/2007,04/28/2026,TAB,100,AB,N,06/15/2026,06/15/2026,,,07/29/2026
72888,0499,02,Advagen Pharma Ltd,Active,Carvedilol Tab USP 3.125 mg 500 AXX,01,0078786,N,1,N,09/05/2007,04/28/2026,TAB,500,AB,N,06/15/2026,06/15/2026,,,07/29/2026
72888,0500,01,Advagen Pharma Ltd,Active,Carvedilol Tab USP 6.25 mg 100 AXX,01,0078786,N,1,N,09/05/2007,04/28/2026,TAB,100,AB,N,06/15/2026,06/15/2026,,,07/29/2026
72888,0500,02,Advagen Pharma Ltd,Active,Carvedilol Tab USP 6.25 mg 500 AXX,01,0078786,N,1,N,09/05/2007,04/28/2026,TAB,500,AB,N,06/15/2026,06/15/2026,,,07/29/2026
72888,0501,01,Advagen Pharma Ltd,Active,Carvedilol Tab 12.5mg 100 AXX,01,0078786,N,1,N,09/05/2007,09/05/2007,TAB,100,AB,N,05/19/2026,05/19/2026,,,07/29/2026
72888,0501,02,Advagen Pharma Ltd,Active,Carvedilol Tab USP 12.5 mg 500 AXX,01,0078786,N,1,N,09/05/2007,09/05/2007,TAB,500,AB,N,05/19/2026,05/19/2026,,,07/29/2026
73043,0020,01,"Devatis, Inc",Active,"Pantoprazole IV for Inj, 40mg Vial (1 pk)",01,0215074,N,1,N,05/16/2025,09/11/2025,EA,1,AP,Y,,09/11/2025,,,07/29/2026
73043,0051,01,"Devatis, Inc",Active,"Formoterol Inh Soln 20mcg/2mL, NEB VL",01,0218308,N,1,N,02/11/2025,06/30/2025,EA,1,AN,Y,02/16/2026,02/16/2026,,,07/29/2026
73473,0904,60,SOLARIS PHARMA CORPORATION,Active,BRIVARACETAM 10mg TABLET 60ct,01,0214748,N,1,N,06/09/2022,06/09/2026,TAB,60,AB,N,,06/09/2026,,,07/29/2026
73473,0905,60,SOLARIS PHARMA CORPORATION,Active,BRIVARACETAM 25mg TABLET 60ct,01,0214748,N,1,N,06/09/2022,06/09/2026,TAB,60,AB,N,,06/09/2026,,,07/29/2026
73473,0906,60,SOLARIS PHARMA CORPORATION,Active,BRIVARACETAM 50mg TABLET 60ct,01,0214748,N,1,N,06/09/2022,06/09/2026,TAB,60,AB,N,,06/09/2026,,,07/29/2026
73473,0907,60,SOLARIS PHARMA CORPORATION,Active,BRIVARACETAM 75mg TABLET 60ct,01,0214748,N,1,N,06/09/2022,06/09/2026,TAB,60,AB,N,,06/09/2026,,,07/29/2026
73473,0908,60,SOLARIS PHARMA CORPORATION,Active,BRIVARACETAM 100mg TABLET 60ct,01,0214748,N,1,N,06/09/2022,06/09/2026,TAB,60,AB,N,,06/09/2026,,,07/29/2026
76282,0794,01,"EXELAN PHARMACEUTICALS, INC",Active,Metoprolol Tartrate Tab 25mg 100's,01,0200981,N,1,N,10/28/2014,10/01/2015,TAB,100,AB,N,06/05/2026,06/05/2026,,,07/27/2026
76282,0794,10,"EXELAN PHARMACEUTICALS, INC",Active,Metoprolol Tartrate Tab 25mg 1000's,01,0200981,N,1,N,10/28/2014,10/01/2015,TAB,1000,AB,N,06/05/2026,06/05/2026,,,07/27/2026
76282,0795,01,"EXELAN PHARMACEUTICALS, INC",Active,Metoprolol Tartrate Tab 50mg 100's,01,0200981,N,1,N,10/28/2014,10/01/2015,TAB,100,AB,N,06/05/2026,06/05/2026,,,07/27/2026
76282,0795,10,"EXELAN PHARMACEUTICALS, INC",Active,Metoprolol Tartrate Tab 50mg 1000's,01,0200981,N,1,N,10/28/2014,10/01/2015,TAB,1000,AB,N,06/05/2026,06/05/2026,,,07/27/2026
76282,0796,01,"EXELAN PHARMACEUTICALS, INC",Active,Metoprolol Tartrate Tab 100mg 100's,01,0200981,N,1,N,10/28/2014,10/01/2015,TAB,100,AB,N,06/05/2026,06/05/2026,,,07/27/2026
76282,0796,10,"EXELAN PHARMACEUTICALS, INC",Active,Metoprolol Tartrate Tab 100mg 1000's,01,0200981,N,1,N,10/28/2014,10/01/2015,TAB,1000,AB,N,06/05/2026,06/05/2026,,,07/27/2026
82249,0385,30,"CivicaScript, LLC",Active,Fingolimod 0.5mg,01,0208004,N,1,N,12/30/2020,09/21/2022,CAP,1,AB,N,,09/26/2022,,,07/29/2026
82293,0041,20,Novugen Pharma (USA) LLC,Active,Macitentan 10mg Tablets 30s EACH,01,0211026,N,1,N,12/03/2025,06/09/2026,TAB,30,AB,N,,06/09/2026,,,07/28/2026
82983,0423,47,Ajenat Pharmaceuticals LLC,Active,Gabapentin,01,0091286,N,1,N,03/14/2016,02/06/2026,ML,473,AA,N,,02/06/2026,,,07/28/2026
83634,0403,51,Avenacy Inc.,Active,TRANEXAMIC ACID IN 0.7% NACL 1000MG/100ML 10PK,01,0218896,N,1,N,06/02/2025,05/19/2026,ML,1000,AP,Y,,05/19/2026,,,07/28/2026
83634,0403,82,Avenacy Inc.,Active,TRANEXAMIC ACID IN 0.7% NACL 1000MG/100ML VIAL,01,0218896,N,1,N,06/02/2025,05/19/2026,ML,100,AP,Y,,05/19/2026,,,07/28/2026
83634,0653,02,Avenacy Inc.,Active,"LIDOCAINE HCL INJ, USP 20MG/2ML 25PK",01,0219535,N,1,N,04/02/2025,03/04/2026,ML,50,AP,Y,,03/04/2026,,,07/28/2026
83634,0653,05,Avenacy Inc.,Active,"LIDOCAINE HCL INJ, USP 50MG/5ML 25PK",01,0219535,N,1,N,04/02/2025,03/04/2026,ML,125,AP,Y,,03/04/2026,,,07/28/2026
83634,0653,30,Avenacy Inc.,Active,"LIDOCAINE HCL INJ, USP 300MG/30ML 25PK",01,0219535,N,1,N,04/02/2025,03/04/2026,ML,750,AP,Y,,03/04/2026,,,07/28/2026
83634,0653,41,Avenacy Inc.,Active,"LIDOCAINE HCL INJ, USP 20MG/2ML VIAL",01,0219535,N,1,N,04/02/2025,03/04/2026,ML,2,AP,Y,,03/04/2026,,,07/28/2026
83634,0653,42,Avenacy Inc.,Active,"LIDOCAINE HCL INJ, USP 50MG/5ML VIAL",01,0219535,N,1,N,04/02/2025,03/04/2026,ML,5,AP,Y,,03/04/2026,,,07/28/2026
83634,0653,43,Avenacy Inc.,Active,"LIDOCAINE HCL INJ, USP 300MG/30ML VIAL",01,0219535,N,1,N,04/02/2025,03/04/2026,ML,30,AP,Y,,03/04/2026,,,07/28/2026
83634,0781,01,Avenacy Inc.,Active,"DIPHENHYDRAMINE HYDROCHLORIDE INJ, USP 50MG/ML 25PK",01,0205336,N,1,N,06/24/2025,03/04/2026,ML,25,AP,Y,,03/04/2026,,,07/28/2026
83634,0781,41,Avenacy Inc.,Active,"DIPHENHYDRAMINE HYDROCHLORIDE INJ, USP 50MG/ML VIAL",01,0205336,N,1,N,06/24/2025,03/04/2026,ML,1,AP,Y,,03/04/2026,,,07/28/2026
85477,0302,10,Oncora Pharma,Active,LIDOCAINE 4% PATCH,09,PART348,N,2,N,06/11/2025,06/26/2025,TDP,1,NR,N,,06/26/2025,,,07/29/2026
85742,0004,03,KANCHAN HEALTHCARE INC,Active,DEXAMETHASONE ELIXER 0.5MG/ML 237ML,01,0084754,N,1,N,09/30/1990,05/15/2026,ML,237,AA,N,,05/21/2026,,,07/30/2026
85742,0013,11,KANCHAN HEALTHCARE INC,Active,"NYSTATIN ORAL SUSPENSION 100,000 UITS /ML 473ML",01,0062832,N,1,N,12/27/1991,05/15/2026,ML,473,AA,N,,05/21/2026,,,07/30/2026
85972,0101,01,Stellon Biotech Inc.,Active,"Tacrolimus Capsules, USP, 0.5mg",01,0213112,N,1,N,11/10/2020,11/23/2020,CAP,100,AB,N,06/22/2026,06/22/2026,,,07/28/2026
85972,0102,01,Stellon Biotech Inc.,Active,"Tacrolimus Capsules, USP, 1mg",01,0213112,N,1,N,11/10/2020,11/23/2020,CAP,100,AB,N,06/22/2026,06/22/2026,,,07/28/2026
85972,0103,01,Stellon Biotech Inc.,Active,"Tacrolimus Capsules, USP, 5mg",01,0213112,N,1,N,11/10/2020,11/23/2020,CAP,100,AB,N,06/22/2026,06/22/2026,,,07/28/2026
